Code,PageURL,CandidateURL,DiscoveredVia,SourceFilename,IsWPThumbnail,ParentOriginalURL,HTTPStatus,MIMEType,Bytes,Width,Height,LongSide,SHA256,DuplicateOfURL,DuplicateHashGroupSize,Classification,ClassificationReason,VisualInspection,LocalPath,DownloadError,SelectedRole,SelectedPath,SelectedSHA256,ExactBytesPreserved,CodeProposedMainURL,CodeProposedGalleryURLs,CodeMaxCleanResolution,CodeSelectedCount,CodeRejectedCount,CodeRecommendation
GL304,https://theone.vn/san-pham/ghe-gl304,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,html.regex,theonevn-GL304L11_2.jpg,false,,200,image/jpeg,34053,580,580,580,773ea7bc4b0114b64adc4f5b1547a6d1f78e2aaf4e8da340b8cd7cdc00ded590,,1,LOW_RES_EXACT,"Visually clean exact-code original, but maximum edge is only 580px (below the 1000px package target).",VISUAL_INSPECTED,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL304/011_theonevn-GL304L11_2.jpg,,GALLERY_02,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/selected/GL304/gallery_02__theonevn-GL304L11_2.jpg,773ea7bc4b0114b64adc4f5b1547a6d1f78e2aaf4e8da340b8cd7cdc00ded590,true,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11.jpg,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_1.jpg | https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,580x580,3,16,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL304,https://theone.vn/san-pham/ghe-gl304,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2-300x300.jpg,html.regex,theonevn-GL304L11_2-300x300.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,200,image/jpeg,7791,300,300,300,204e991a2a0f6129ee82b78a05da312fc4c4fbf9e8b7217a73967ef92a145595,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL304/012_theonevn-GL304L11_2-300x300.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11.jpg,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_1.jpg | https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,580x580,3,16,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL304,https://theone.vn/san-pham/ghe-gl304,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2-150x150.jpg,html.regex,theonevn-GL304L11_2-150x150.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,200,image/jpeg,3182,150,150,150,82fa843f4dc1a90c26f483dd500e04dddd5a5d96c0acc74c639f2010c98f5e13,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL304/013_theonevn-GL304L11_2-150x150.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11.jpg,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_1.jpg | https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,580x580,3,16,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL304,https://theone.vn/san-pham/ghe-gl304,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2-500x500.jpg,html.regex,theonevn-GL304L11_2-500x500.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,200,image/jpeg,16099,500,500,500,8767625bec8f0c8880ff0b9b3f260adf27b888b585800b0dfa998a2ce52c9904,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL304/014_theonevn-GL304L11_2-500x500.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11.jpg,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_1.jpg | https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,580x580,3,16,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL304,https://theone.vn/san-pham/ghe-gl304,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2-100x100.jpg,html.regex,theonevn-GL304L11_2-100x100.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,200,image/jpeg,2031,100,100,100,4bd74040df33d2dec2390da99b09c291f946d7cecf3a8c6f3cae94390d31363b,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL304/015_theonevn-GL304L11_2-100x100.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11.jpg,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_1.jpg | https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,580x580,3,16,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL304,https://theone.vn/san-pham/ghe-gl304,https://theone.vn/wp-content/uploads/2024/03/theone-800-GL304L11.jpg,html.regex,theone-800-GL304L11.jpg,false,,200,image/jpeg,103004,800,500,800,8d234b6498ef31204b94d34a4ace956e531cce34b7793d5b49a767717c8ae636,,1,SUPPLIER_LOGO,Branded marketing collage visibly contains THEONE.VN identity and/or phone number; diagonal watermark also present.,VISUAL_INSPECTED,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL304/016_theone-800-GL304L11.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11.jpg,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_1.jpg | https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,580x580,3,16,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL304,https://theone.vn/san-pham/ghe-gl304,https://theone.vn/wp-content/uploads/2024/03/theone-800-GL304L11-300x188.jpg,html.regex,theone-800-GL304L11-300x188.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theone-800-GL304L11.jpg,200,image/jpeg,12605,300,188,300,d1a3b0f5d61dd4d51871b11756129acb8b11376c8cca973edbe4c0961184d81d,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL304/017_theone-800-GL304L11-300x188.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11.jpg,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_1.jpg | https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,580x580,3,16,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL304,https://theone.vn/san-pham/ghe-gl304,https://theone.vn/wp-content/uploads/2024/03/theone-800-GL304L11-768x480.jpg,html.regex,theone-800-GL304L11-768x480.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theone-800-GL304L11.jpg,200,image/jpeg,47987,768,480,768,47a0ff8d0df5d809243d18bebc32c0aca768155c92e992b19a301661d76a97dd,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL304/018_theone-800-GL304L11-768x480.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11.jpg,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_1.jpg | https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,580x580,3,16,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL304,https://theone.vn/san-pham/ghe-gl304,https://theone.vn/wp-content/uploads/2024/03/theone-800-GL304L11-500x313.jpg,html.regex,theone-800-GL304L11-500x313.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theone-800-GL304L11.jpg,200,image/jpeg,26114,500,313,500,e3b1734439a2b9140b2a1f43369ca7f8a4df5c3001db5fddb48256d76f27a622,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL304/019_theone-800-GL304L11-500x313.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11.jpg,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_1.jpg | https://theone.vn/wp-content/uploads/2024/03/theonevn-GL304L11_2.jpg,580x580,3,16,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL307,https://theone.vn/san-pham/ghe-gl307,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,html.regex,theonevn-GL307L11LX13.jpg,false,,200,image/jpeg,41978,580,580,580,07a1f193a1ed3f732323d0f35e9c735448614dba3ae94da68c21477f2706e908,,1,LOW_RES_EXACT,"Visually clean exact-code original, but maximum edge is only 580px (below the 1000px package target).",VISUAL_INSPECTED,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL307/020_theonevn-GL307L11LX13.jpg,,MAIN,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/selected/GL307/main__theonevn-GL307L11LX13.jpg,07a1f193a1ed3f732323d0f35e9c735448614dba3ae94da68c21477f2706e908,true,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,,580x580,1,9,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL307,https://theone.vn/san-pham/ghe-gl307,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13-300x300.jpg,html.regex,theonevn-GL307L11LX13-300x300.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,200,image/jpeg,9098,300,300,300,d0f5895b796bdfc10a7c24454abfb241f0865f8dcbe160fd749e2bb0ceaf1992,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL307/021_theonevn-GL307L11LX13-300x300.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,,580x580,1,9,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL307,https://theone.vn/san-pham/ghe-gl307,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13-150x150.jpg,html.regex,theonevn-GL307L11LX13-150x150.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,200,image/jpeg,3665,150,150,150,7760bf43448d14f086732406a76b7a21814bd6347534fc61bdc80703c2948aa8,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL307/022_theonevn-GL307L11LX13-150x150.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,,580x580,1,9,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL307,https://theone.vn/san-pham/ghe-gl307,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13-500x500.jpg,html.regex,theonevn-GL307L11LX13-500x500.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,200,image/jpeg,19383,500,500,500,919c69958be11007aa553907d1fb0e04f02964eb625ff01c721e4732df679487,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL307/023_theonevn-GL307L11LX13-500x500.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,,580x580,1,9,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL307,https://theone.vn/san-pham/ghe-gl307,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13-100x100.jpg,html.regex,theonevn-GL307L11LX13-100x100.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,200,image/jpeg,2404,100,100,100,53bdb2e36c4c7e3c2268d8f9f2421fd9510af48060d72cd3ca65a0d11e734af8,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL307/024_theonevn-GL307L11LX13-100x100.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,,580x580,1,9,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL307,https://theone.vn/san-pham/ghe-gl307,https://theone.vn/wp-content/uploads/2024/03/theone-800-GL307L11LX13.jpg,html.regex,theone-800-GL307L11LX13.jpg,false,,200,image/jpeg,77410,800,500,800,7891ca78af16c42162ea6ca8427f5026e68cfee90cfb85eab59bd7dd04fd564f,,1,SUPPLIER_LOGO,Branded marketing collage visibly contains THEONE.VN identity and/or phone number; diagonal watermark also present.,VISUAL_INSPECTED,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL307/025_theone-800-GL307L11LX13.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,,580x580,1,9,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
GL307,https://theone.vn/san-pham/ghe-gl307,https://theone.vn/wp-content/uploads/2024/03/theone-800-GL307L11LX13-300x188.jpg,html.regex,theone-800-GL307L11LX13-300x188.jpg,true,https://theone.vn/wp-content/uploads/2024/03/theone-800-GL307L11LX13.jpg,200,image/jpeg,9713,300,188,300,a7a381b75395d1a162b430035f901ffbddd444e4a6bae463738fe39812fd69f8,,1,DUPLICATE,"WordPress resized derivative of an original attachment; inferior duplicate, not a separate gallery asset.",INFERRED_DERIVATIVE,C:/Users/Admin/.codex/visualizations/2026/07/16/019f6a5a-f60f-72d3-8f66-398492e30693/v10-04-image-harvest/raw/GL307/026_theone-800-GL307L11LX13-300x188.jpg,,,,,false,https://theone.vn/wp-content/uploads/2024/03/theonevn-GL307L11LX13.jpg,,580x580,1,9,USE_PROVISIONALLY_WITH_LOW_RES_DISCLOSURE; exact clean original only 580x580; never upscale.
